nombre_sector_code,nro_crianza,nro_pabellon,mes_carga,edad_madres_dias,peso_inicial_gramos,sexo,edad_promedio_faena_dias,edad_proyeccion_dias,kilos_recibidos_percapita,ganancia_promedio_gramos,tipoConstruccion,densidad_pollos_m2
los pinos,169,13,11,314.4633333333333,45.52333333333333,MACHO,45.0,32,3.3996391132496995,69.63736263736263,Tradicional,12.5
los pinos,169,14,11,366.8,48.07333333333333,MACHO,46.0,32,3.3996391132496995,76.62705048574615,Tradicional,12.5
los pinos,169,15,11,430.17333333333335,49.785,MACHO,46.3,32,3.3996391132496995,74.22566194704424,Tradicional,12.5
los pinos,170,1,1,199.82666666666665,38.23,MACHO,42.0,32,3.595646087205524,70.20631850419085,Tradicional,12.5
los pinos,170,2,1,217.35,40.99,MACHO,42.0,32,3.595646087205524,70.46723607475776,Tradicional,12.5
los pinos,170,3,1,286.41666666666663,44.82333333333333,MACHO,42.0,32,3.595646087205524,74.0519856591285,Tradicional,12.5
los pinos,170,4,1,220.71,41.375,MACHO,42.0,32,3.595646087205524,71.70101178873108,Tradicional,12.5
los pinos,170,5,1,254.1,41.49333333333333,MACHO,42.0,32,3.595646087205524,69.9052867640042,Tradicional,12.5
los pinos,170,6,1,365.93666666666667,48.07,MACHO,42.0,32,3.595646087205524,71.74446680080483,Tradicional,12.5
los pinos,170,7,1,239.26,43.42,MACHO,42.0,32,3.595646087205524,71.71135316296606,Tradicional,12.5
los pinos,170,8,1,272.20666666666665,45.345,MACHO,42.0,32,3.595646087205524,70.39383482861743,Tradicional,12.5
los pinos,170,9,1,453.81,50.30833333333333,MACHO,42.0,32,3.595646087205524,71.97252208047105,Tradicional,12.5
los pinos,170,10,1,292.50666666666666,46.848333333333336,MACHO,42.0,32,3.595646087205524,73.93398268398269,Tradicional,12.5
los pinos,170,11,1,338.56946666666664,46.39872733333333,MACHO,42.0,32,3.595646087205524,69.84049479166667,Tradicional,12.5
los pinos,170,12,1,355.2266666666667,47.99666666666667,MACHO,42.0,32,3.595646087205524,72.37890571701459,Tradicional,12.5
los pinos,170,13,1,340.83,46.84,MACHO,43.0,32,3.595646087205524,69.76016019660493,Tradicional,12.5
los pinos,170,14,1,287.35,44.46,MACHO,42.8419512195122,32,3.595646087205524,71.82315031995081,Tradicional,12.5
los pinos,170,15,1,361.41,48.605,MACHO,43.0,32,3.595646087205524,73.41451619993846,Tradicional,12.5
los pinos,171,1,5,301.6955128205128,46.37820512820513,MACHO,45.0,32,3.383946817947848,72.48245614035088,Tradicional,13.0
