nombre_sector_code,nro_crianza,nro_pabellon,sexo,tipoConstruccion,densidad_pollos_m2,cluster_kmeans,cluster_hierarchical,cluster_dbscan,ganancia_promedio_gramos
don cornelio,110,20,MACHO,Black Out,15.0,0,1,1,71.71600000000001
don cornelio,111,1,MACHO,Black Out,15.0,0,1,1,67.776886035313
don cornelio,111,2,MACHO,Black Out,15.0,0,1,1,71.01297546933633
don cornelio,111,3,MACHO,Black Out,15.0,0,1,1,73.6370834233067
don cornelio,111,5,MACHO,Black Out,15.0,0,1,1,71.91216536641157
don cornelio,111,7,MACHO,Black Out,15.0,0,1,1,72.79215571918058
don cornelio,111,8,MACHO,Black Out,15.0,0,1,1,71.10404699496218
don cornelio,111,9,MACHO,Black Out,15.0,0,1,1,69.50459829949679
don cornelio,111,10,MACHO,Black Out,15.0,0,1,1,67.85211399468226
don cornelio,111,11,MACHO,Black Out,15.0,0,1,1,72.46567441860465
don cornelio,111,16,MACHO,Black Out,15.0,0,1,1,67.98299007981129
don cornelio,111,17,MACHO,Black Out,15.0,0,1,1,69.50690406976744
don cornelio,111,18,MACHO,Black Out,15.0,0,1,1,66.75185648201095
don cornelio,111,19,MACHO,Black Out,15.0,0,1,1,69.44798615201626
don cornelio,111,20,MACHO,Black Out,15.0,0,1,1,70.95191804381965
don cornelio,112,1,MACHO,Black Out,15.0,0,1,1,74.3051282051282
don cornelio,112,2,MACHO,Black Out,15.0,0,1,1,73.73003829756486
don cornelio,112,3,MACHO,Black Out,15.0,0,1,1,71.45499923231965
don cornelio,112,4,MACHO,Black Out,15.0,0,1,1,73.13917819945783
don cornelio,112,5,MACHO,Black Out,15.0,0,1,1,73.31552644347404
don cornelio,112,6,MACHO,Black Out,15.0,0,1,1,73.76805267561569
don cornelio,112,7,MACHO,Black Out,15.0,0,1,1,72.35031468615142
don cornelio,112,8,MACHO,Black Out,15.0,0,1,1,73.04309779041786
don cornelio,112,10,MACHO,Black Out,15.0,0,1,1,70.64713689799015
don cornelio,112,11,MACHO,Black Out,15.0,0,1,1,71.10087045570917
don cornelio,112,12,MACHO,Black Out,15.0,0,1,1,72.13611727647744
don cornelio,112,13,MACHO,Black Out,15.0,0,1,1,73.82194934765924
don cornelio,112,14,MACHO,Black Out,15.0,0,1,1,72.64484319167813
don cornelio,112,15,MACHO,Black Out,15.0,0,1,1,73.87675521643763
don cornelio,112,16,MACHO,Black Out,15.0,0,1,1,71.74398241299649
don cornelio,112,17,MACHO,Black Out,15.0,0,1,1,74.65868927362006
don cornelio,112,18,MACHO,Black Out,15.0,0,1,1,75.6641206488363
don fena,130,1,MACHO,Tradicional,12.97979797979798,0,1,1,75.30448426414408
don fena,130,2,MACHO,Tradicional,12.97979797979798,0,1,1,77.2060835757689
don fena,130,3,MACHO,Tradicional,12.97979797979798,0,1,1,75.90236619463421
don fena,130,4,MACHO,Tradicional,12.97979797979798,0,1,1,77.61232287082265
don fena,130,5,MACHO,Tradicional,12.97979797979798,0,1,1,74.07214281928519
don fena,130,6,MACHO,Tradicional,12.97979797979798,0,1,1,71.82294685990338
don fena,130,7,MACHO,Tradicional,12.97979797979798,0,1,1,73.35237819724694
don fena,130,8,MACHO,Tradicional,12.97979797979798,0,1,1,74.71006378109938
don fena,130,9,MACHO,Tradicional,12.97979797979798,0,1,1,70.50636512339094
don fena,130,10,MACHO,Tradicional,12.97979797979798,0,1,1,72.59655221677224
don fena,130,11,MACHO,Tradicional,12.97979797979798,0,1,1,74.54355665211615
don fena,131,1,MACHO,Tradicional,12.97979797979798,0,1,1,73.3518380294831
don fena,131,2,MACHO,Tradicional,12.97979797979798,0,1,1,72.77239536104616
don fena,131,3,MACHO,Tradicional,12.97979797979798,0,1,1,75.06603995299646
don fena,131,4,MACHO,Tradicional,12.97979797979798,0,1,1,78.40914397795731
don fena,131,5,MACHO,Tradicional,12.97979797979798,0,1,1,77.63005916048454
don fena,131,6,MACHO,Tradicional,12.97979797979798,0,1,1,73.0817657386506
don fena,131,7,MACHO,Tradicional,12.97979797979798,0,1,1,73.69307533733132
don fena,131,8,MACHO,Tradicional,12.97979797979798,0,1,1,75.76379463658914
don fena,131,9,MACHO,Tradicional,12.97979797979798,0,1,1,76.0867250641243
don fena,131,10,MACHO,Tradicional,12.97979797979798,0,1,1,74.92141916054959
don fena,131,11,MACHO,Tradicional,12.97979797979798,0,1,1,77.09666610822585
don fena,132,1,MACHO,Tradicional,12.474747474747474,0,1,1,69.33847000550357
don fena,132,2,MACHO,Tradicional,12.474747474747474,0,1,1,73.10380034032899
don fena,132,3,MACHO,Tradicional,12.474747474747474,0,1,1,71.42325581395349
don fena,132,4,MACHO,Tradicional,12.474747474747474,0,1,1,72.70573004615558
don fena,132,5,MACHO,Tradicional,12.474747474747474,0,1,1,73.8242961418144
don fena,132,6,MACHO,Tradicional,12.474747474747474,0,1,1,72.61233282972412
don fena,132,7,MACHO,Tradicional,12.474747474747474,0,1,1,71.29604174264314
don fena,132,8,MACHO,Tradicional,12.474747474747474,0,1,1,72.84173828441706
don fena,132,9,MACHO,Tradicional,12.474747474747474,0,1,1,73.03027768484444
don fena,132,10,MACHO,Tradicional,12.474747474747474,0,1,1,67.47658309495766
don fena,132,11,MACHO,Tradicional,12.474747474747474,0,1,1,70.82528582528582
don fena,133,1,MACHO,Tradicional,12.97979797979798,0,1,1,74.26716445189868
don fena,133,2,MACHO,Tradicional,12.97979797979798,0,1,1,74.39608971814211
don fena,133,3,MACHO,Tradicional,12.97979797979798,0,1,1,75.6538882803943
don fena,133,4,MACHO,Tradicional,12.97979797979798,0,1,1,67.48603635625064
don fena,133,5,MACHO,Tradicional,12.97979797979798,0,1,1,69.66298131910027
don fena,133,6,MACHO,Tradicional,12.97979797979798,0,1,1,72.32297417934882
don fena,133,7,MACHO,Tradicional,12.97979797979798,0,1,1,74.35754054708303
don fena,133,8,MACHO,Tradicional,12.97979797979798,0,1,1,73.1674418604651
don fena,133,9,MACHO,Tradicional,12.97979797979798,0,1,1,72.56669256669258
don fena,133,10,MACHO,Tradicional,12.97979797979798,0,1,1,70.07037279927357
don fena,133,11,MACHO,Tradicional,12.97979797979798,0,1,1,69.90994331726439
don fena,134,1,MACHO,Tradicional,12.97979797979798,0,1,1,74.59478420724358
don fena,134,2,MACHO,Tradicional,12.97979797979798,0,1,1,71.20145184331841
don fena,134,3,MACHO,Tradicional,12.97979797979798,0,1,1,72.40917372200192
don fena,134,4,MACHO,Tradicional,12.97979797979798,0,1,1,72.86050420168067
don fena,134,6,MACHO,Tradicional,12.97979797979798,0,1,1,68.64245618054761
don fena,134,7,MACHO,Tradicional,12.982828282828285,0,1,1,70.08036545131546
don fena,134,8,MACHO,Tradicional,12.97979797979798,0,1,1,70.38476305397104
don fena,134,9,MACHO,Tradicional,12.97979797979798,0,1,1,67.82139432954389
don fena,134,10,MACHO,Tradicional,12.97979797979798,0,1,1,72.0067642725881
don forster,153,1,HEMBRA,Tradicional,15.0,1,0,0,55.79227030118184
don forster,153,2,HEMBRA,Tradicional,15.0,1,0,0,55.36188656382533
don forster,153,4,HEMBRA,Tradicional,13.0,1,0,0,57.174173367451935
don forster,153,5,HEMBRA,Tradicional,13.0,1,0,0,58.61462917248041
don forster,153,6,HEMBRA,Tradicional,15.0,1,0,0,60.20379513989737
don forster,153,7,HEMBRA,Tradicional,15.0,1,0,0,54.79744186046511
don forster,153,8,HEMBRA,Tradicional,15.0,1,0,0,55.99367315803643
don forster,153,9,HEMBRA,Tradicional,15.0,1,0,0,54.13128288876791
don forster,153,10,HEMBRA,Tradicional,13.0,1,0,0,59.1839447102605
don forster,153,12,HEMBRA,Tradicional,13.0,1,0,0,58.898192450824034
don forster,153,13,HEMBRA,Tradicional,15.0,1,0,0,57.52238805970149
don forster,153,14,HEMBRA,Tradicional,15.0,1,0,0,56.30482661668229
don forster,153,15,HEMBRA,Tradicional,15.0,1,0,0,59.91764814133237
don forster,154,2,HEMBRA,Tradicional,14.5,1,0,0,54.37268971515546
don forster,154,3,HEMBRA,Tradicional,14.5,1,0,0,57.26041306103612
don forster,154,5,HEMBRA,Tradicional,14.5,1,0,0,56.47232176537156
don forster,154,6,HEMBRA,Tradicional,14.5,1,0,0,53.49386914455408
don forster,154,7,HEMBRA,Tradicional,14.5,1,0,0,53.90396270396271
don forster,154,8,HEMBRA,Tradicional,14.5,1,0,0,52.591638308215856
don forster,154,9,HEMBRA,Tradicional,14.5,1,0,0,54.97282099343955
don forster,154,10,HEMBRA,Tradicional,14.5,1,0,0,55.15182093385927
don forster,154,12,HEMBRA,Tradicional,14.5,1,0,0,55.70754288826359
don forster,154,13,HEMBRA,Tradicional,14.5,1,0,0,54.83456391324412
don forster,154,15,HEMBRA,Tradicional,14.5,1,0,0,55.58573474136388
don forster,155,1,HEMBRA,Tradicional,14.5,1,0,0,59.18432733295949
don forster,155,2,HEMBRA,Tradicional,14.5,1,0,0,57.060405689893805
don forster,155,3,HEMBRA,Tradicional,14.5,1,0,0,57.50831159531482
don forster,155,4,HEMBRA,Tradicional,14.5,1,0,0,60.12875536480687
don forster,155,5,HEMBRA,Tradicional,14.5,1,0,0,57.7900989089426
don forster,155,6,HEMBRA,Tradicional,14.5,1,0,0,56.34597736310799
don forster,155,7,HEMBRA,Tradicional,14.5,1,0,0,57.383000512032766
don forster,155,8,HEMBRA,Tradicional,14.5,1,0,0,59.0974039568722
don forster,155,9,HEMBRA,Tradicional,14.5,1,0,0,58.88092697057478
don forster,155,12,HEMBRA,Tradicional,14.5,1,0,0,60.015292938880975
don forster,155,13,HEMBRA,Tradicional,14.5,1,0,0,59.94671039147367
don forster,155,14,HEMBRA,Tradicional,14.5,1,1,0,59.11280579885232
don forster,155,15,HEMBRA,Tradicional,14.5,1,0,0,60.81732693077232
don forster,156,1,MACHO,Tradicional,12.5,0,1,1,66.86667303376151
don forster,156,2,MACHO,Tradicional,12.5,0,1,1,69.77918722104768
don forster,156,3,MACHO,Tradicional,12.5,0,1,1,70.14891260809122
don forster,156,5,MACHO,Tradicional,12.5,0,1,1,69.23037645638955
don forster,156,6,MACHO,Tradicional,12.5,0,1,1,69.82470138220732
don forster,156,7,MACHO,Tradicional,12.5,0,1,1,67.26295116518574
don forster,156,8,MACHO,Tradicional,12.5,0,1,1,65.36691167610556
don forster,156,10,MACHO,Tradicional,12.5,0,1,1,69.22241404114516
don forster,156,12,MACHO,Tradicional,12.5,0,1,1,68.53076086442522
don forster,156,13,MACHO,Tradicional,12.5,0,1,1,68.20594654213504
don forster,156,14,MACHO,Tradicional,12.5,0,1,1,71.86957130848977
don forster,156,15,MACHO,Tradicional,12.5,0,1,1,68.51962733216774
don forster,157,3,MACHO,Tradicional,12.5,0,1,1,64.08364503041199
don forster,157,5,MACHO,Tradicional,12.5,0,1,1,66.57375194341112
don forster,157,8,MACHO,Tradicional,12.5,0,1,1,67.66467657106747
don forster,157,9,MACHO,Tradicional,12.5,0,1,1,62.0047157722077
don forster,157,10,MACHO,Tradicional,12.5,0,1,1,67.47050183598532
don forster,158,1,HEMBRA,Tradicional,15.0,1,0,0,59.280235106594944
don forster,158,2,HEMBRA,Tradicional,15.0,1,0,0,61.52097734254993
don forster,158,3,HEMBRA,Tradicional,15.0,1,0,0,61.20987295121714
don forster,158,5,HEMBRA,Tradicional,15.0,1,0,0,58.16800154395445
don forster,158,6,HEMBRA,Tradicional,15.0,1,0,0,61.44900414005222
don forster,158,7,HEMBRA,Tradicional,15.0,1,0,0,59.49717877294478
don forster,158,8,HEMBRA,Tradicional,15.0,1,0,0,59.75894705708371
don forster,158,9,HEMBRA,Tradicional,15.0,1,0,0,59.18811363504328
don forster,158,10,HEMBRA,Tradicional,15.0,1,0,0,61.38263140711721
don forster,158,12,HEMBRA,Tradicional,15.0,1,0,0,60.670235892012585
don forster,158,13,HEMBRA,Tradicional,15.0,1,0,0,62.37257789713824
don forster,158,14,HEMBRA,Tradicional,15.0,1,0,0,62.14548407126141
don forster,158,15,HEMBRA,Tradicional,15.0,1,0,0,61.66890814903367
don gaston,110,1,MACHO,Black Out,15.0,0,1,1,73.27738806616436
don gaston,110,2,MACHO,Black Out,15.0,0,1,1,74.35366063738157
don gaston,110,3,MACHO,Black Out,15.0,0,1,1,71.48984003458713
don gaston,110,4,MACHO,Black Out,15.0,0,1,1,73.81645514978848
don gaston,110,5,MACHO,Black Out,15.0,0,1,1,71.78423871461362
don gaston,110,6,MACHO,Black Out,15.0,0,1,1,70.89518944231588
don gaston,110,7,MACHO,Black Out,15.0,0,1,1,73.05394411036434
don gaston,110,8,MACHO,Black Out,15.0,0,1,1,70.37998575498575
don gaston,110,9,MACHO,Black Out,15.0,0,1,1,72.04801427933958
don gaston,110,10,MACHO,Black Out,15.0,0,1,1,69.18375366642022
don gaston,110,11,MACHO,Black Out,15.0,0,1,1,71.47832083441082
don gaston,110,12,MACHO,Black Out,15.0,0,1,1,69.18161683277962
don gaston,110,13,MACHO,Black Out,15.0,0,1,1,71.57272056109265
don gaston,110,14,MACHO,Black Out,15.0,0,1,1,69.9667209754976
don gaston,110,15,MACHO,Black Out,15.0,0,1,1,70.77724358974359
don gaston,110,16,MACHO,Black Out,15.0,0,1,1,72.57174031642117
don gaston,110,17,MACHO,Black Out,15.0,0,1,1,71.62783171521035
don gaston,110,18,MACHO,Black Out,15.0,0,1,1,72.35270035699081
don gaston,110,19,MACHO,Black Out,15.0,0,1,1,70.78867648595006
don gaston,110,20,MACHO,Black Out,15.0,0,1,1,71.96311447697613
don gaston,111,1,MACHO,Black Out,15.0,0,1,1,72.46992379405053
don gaston,111,2,MACHO,Black Out,15.0,0,1,1,70.45897644191713
don gaston,111,3,MACHO,Black Out,15.0,0,1,1,67.9417647511347
don gaston,111,4,MACHO,Black Out,15.0,0,1,1,71.51562319843191
don gaston,111,5,MACHO,Black Out,15.0,0,1,1,74.00284217070788
don gaston,111,6,MACHO,Black Out,15.0,0,1,1,72.69669957271255
don gaston,111,7,MACHO,Black Out,15.0,0,1,1,70.8446999927447
don gaston,111,8,MACHO,Black Out,15.0,0,1,1,67.91174242424242
don gaston,111,9,MACHO,Black Out,15.0,0,1,1,69.21387158649667
don gaston,111,10,MACHO,Black Out,15.0,0,1,1,69.21288146140557
don gaston,111,11,MACHO,Black Out,15.0,0,1,1,65.1383439236074
don gaston,111,12,MACHO,Black Out,15.0,0,1,1,70.55516130531925
don gaston,111,13,MACHO,Black Out,15.0,0,1,1,71.3510890243429
don gaston,111,14,MACHO,Black Out,15.0,0,1,1,69.9499046261151
don gaston,111,15,MACHO,Black Out,15.0,0,1,1,71.36457778566779
don gaston,111,16,MACHO,Black Out,15.0,0,1,1,72.30067536312332
don gaston,111,17,MACHO,Black Out,15.0,0,1,1,72.31588370228083
don gaston,111,18,MACHO,Black Out,15.0,0,1,1,73.43157388392444
don gaston,111,19,MACHO,Black Out,15.0,0,1,1,66.50071152040013
don gaston,111,20,MACHO,Black Out,15.0,0,1,1,70.7783504948088
don gaston,112,1,MACHO,Black Out,15.0,0,1,1,66.87445543054135
don gaston,112,2,MACHO,Black Out,15.0,0,1,1,68.66825522901773
don gaston,112,3,MACHO,Black Out,15.0,0,1,1,70.02119766825649
don gaston,112,4,MACHO,Black Out,15.0,0,1,1,71.89688788901387
don gaston,112,5,MACHO,Black Out,15.0,0,1,1,69.9453458905405
don gaston,112,6,MACHO,Black Out,15.0,0,1,1,69.05216140510258
don gaston,112,7,MACHO,Black Out,15.0,0,1,1,70.909314034581
don gaston,112,8,MACHO,Black Out,15.0,0,1,1,69.37693138240441
don gaston,112,9,MACHO,Black Out,15.0,0,1,1,69.77531060005288
don gaston,112,10,MACHO,Black Out,15.0,0,1,1,66.96142399267399
don gaston,112,11,MACHO,Black Out,15.0,0,1,1,67.1097763216438
don gaston,112,12,MACHO,Black Out,15.0,0,1,1,67.12645133639835
don gaston,112,13,MACHO,Black Out,15.0,0,1,1,68.0615238095238
don gaston,112,14,MACHO,Black Out,15.0,0,1,1,69.13664431564193
don gaston,112,15,MACHO,Black Out,15.0,0,1,1,69.58028479905246
don gaston,112,17,MACHO,Black Out,15.0,0,1,1,69.93318275926971
don gaston,112,18,MACHO,Black Out,15.0,0,1,1,69.41069212772206
don gaston,112,19,MACHO,Black Out,15.0,0,1,1,69.85888547941055
don gaston,112,20,MACHO,Black Out,15.0,0,1,1,68.14568294740789
don gaston,113,1,MACHO,Black Out,15.0,0,1,1,67.35383984350351
don gaston,113,2,MACHO,Black Out,15.0,0,1,1,72.25168323482421
don gaston,113,3,MACHO,Black Out,15.0,0,1,1,75.42533506268914
don gaston,113,4,MACHO,Black Out,15.0,0,1,1,75.005291005291
don gaston,113,5,MACHO,Black Out,15.0,0,1,1,76.10264305876314
don gaston,113,6,MACHO,Black Out,15.0,0,1,1,77.46642436829353
don gaston,113,7,MACHO,Black Out,15.0,0,1,1,72.026696875295
don gaston,113,8,MACHO,Black Out,15.0,0,1,1,71.7447111111111
don gaston,113,10,MACHO,Black Out,15.0,0,1,1,72.93265534155256
don gaston,113,11,MACHO,Black Out,15.0,0,1,1,71.93924011911702
don gaston,113,12,MACHO,Black Out,15.0,0,1,1,73.60523437644822
don gaston,113,13,MACHO,Black Out,15.0,0,1,1,67.24069395943235
don gaston,113,14,MACHO,Black Out,15.0,0,1,1,71.41507234942891
don gaston,113,15,MACHO,Black Out,15.0,0,1,1,68.35882297269269
don gaston,113,16,MACHO,Black Out,15.0,0,1,1,74.82488888888889
don gaston,113,17,MACHO,Black Out,15.0,0,1,1,69.18031720263863
don gaston,113,18,MACHO,Black Out,15.0,0,1,1,73.5846582233001
don gaston,113,19,MACHO,Black Out,15.0,0,1,1,77.31571488758665
don gaston,113,20,MACHO,Black Out,15.0,0,1,1,74.71240440509435
don gaston,114,1,MACHO,Black Out,15.0,0,1,1,71.3562713956707
don gaston,114,2,MACHO,Black Out,15.0,0,1,1,73.0537953835726
don gaston,114,3,MACHO,Black Out,15.0,0,1,1,72.23694475902856
don gaston,114,4,MACHO,Black Out,15.0,0,1,1,72.0997586484312
don gaston,114,6,MACHO,Black Out,15.0,0,1,1,68.83107116228551
don gaston,114,7,MACHO,Black Out,15.0,0,1,1,67.00034105064668
don gaston,114,8,MACHO,Black Out,15.0,0,1,1,70.66574442664908
don gaston,114,9,MACHO,Black Out,15.0,0,1,1,72.273775417511
don gaston,114,10,MACHO,Black Out,15.0,0,1,1,72.47038620592977
don gaston,114,11,MACHO,Black Out,15.0,0,1,1,72.24015914372227
don gaston,114,12,MACHO,Black Out,15.0,0,1,1,72.33491085186
don gaston,114,13,MACHO,Black Out,15.0,0,1,1,73.95384505635612
don gaston,114,14,MACHO,Black Out,15.0,0,1,1,73.1110121367331
don gaston,114,15,MACHO,Black Out,15.0,0,1,1,74.01800797958376
don gaston,114,16,MACHO,Black Out,15.0,0,1,1,71.604628493032
don gaston,114,17,MACHO,Black Out,15.0,0,1,1,70.721289503386
don gaston,114,18,MACHO,Black Out,15.0,0,1,1,73.97280111858313
don gaston,114,19,MACHO,Black Out,15.0,0,1,1,69.26566814176029
don gaston,114,20,MACHO,Black Out,15.0,0,1,1,71.80337572077748
don jorge,129,1,MACHO,Tradicional,12.987012987012989,0,1,1,73.71275835064183
don jorge,129,2,MACHO,Tradicional,12.987012987012989,0,1,1,70.9926096684521
don jorge,129,3,MACHO,Tradicional,12.987012987012989,0,1,1,71.08834477341802
don jorge,129,4,MACHO,Tradicional,12.987012987012989,0,1,1,73.61448233778562
don jorge,129,5,MACHO,Tradicional,12.987012987012989,0,1,1,71.98582046100627
don jorge,129,6,MACHO,Tradicional,12.987012987012989,0,1,1,75.47419255402951
don jorge,129,7,MACHO,Tradicional,12.987012987012989,0,1,1,74.56845238095238
don jorge,129,8,MACHO,Tradicional,12.987012987012989,0,1,1,73.13136580109152
don jorge,129,9,MACHO,Tradicional,12.987012987012989,0,1,1,73.37277903546683
don jorge,130,1,MACHO,Tradicional,12.987012987012989,0,1,1,73.62066800602713
don jorge,130,2,MACHO,Tradicional,12.987012987012989,0,1,1,73.75354107648727
don jorge,130,3,MACHO,Tradicional,12.987012987012989,0,1,1,75.71237585943469
don jorge,130,4,MACHO,Tradicional,12.987012987012989,0,1,1,74.31107954545455
don jorge,130,5,MACHO,Tradicional,12.987012987012989,0,1,1,77.65343306482546
don jorge,130,6,MACHO,Tradicional,12.987012987012989,0,1,1,77.53723677452491
don jorge,130,7,MACHO,Tradicional,12.987012987012989,0,1,1,76.89896755162242
don jorge,130,8,MACHO,Tradicional,12.987012987012989,0,1,1,75.99917415800795
don jorge,130,9,MACHO,Tradicional,12.987012987012989,0,1,1,75.19662049431575
don jorge,131,2,MACHO,Tradicional,12.467532467532468,0,1,1,75.86229946524064
don jorge,131,3,MACHO,Tradicional,12.467532467532468,0,1,1,77.54887399834209
don jorge,131,4,MACHO,Tradicional,12.467532467532468,0,1,1,70.42153183208228
don jorge,131,5,MACHO,Tradicional,12.467532467532468,0,1,1,73.70005363368195
don jorge,131,6,MACHO,Tradicional,12.467532467532468,0,1,1,73.95029256761994
don jorge,131,7,MACHO,Tradicional,12.467532467532468,0,1,1,75.89858118759852
don jorge,131,8,MACHO,Tradicional,12.467532467532468,0,1,1,74.48082390147277
don jorge,131,9,MACHO,Tradicional,12.467532467532468,0,1,1,76.75878879428728
don jorge,132,1,MACHO,Tradicional,12.467532467532468,0,1,1,69.72375690607736
don jorge,132,2,MACHO,Tradicional,12.467532467532468,0,1,1,77.83971291866028
don jorge,132,3,MACHO,Tradicional,12.467532467532468,0,1,1,76.44890661532114
don jorge,132,4,MACHO,Tradicional,12.467532467532468,0,1,1,76.12566920259226
don jorge,132,5,MACHO,Tradicional,12.467532467532468,0,1,1,76.40174897119343
don jorge,132,6,MACHO,Tradicional,12.467532467532468,0,1,1,73.69850788891269
don jorge,132,7,MACHO,Tradicional,12.467532467532468,0,1,1,68.62479586281982
don jorge,132,8,MACHO,Tradicional,12.467532467532468,0,1,1,75.37957736286005
don jorge,132,9,MACHO,Tradicional,12.467532467532468,0,1,1,74.79964726631394
don jorge,133,1,MACHO,Tradicional,12.987012987012989,0,1,1,76.96776263031273
don jorge,133,2,MACHO,Tradicional,12.987012987012989,0,1,1,75.8284280613722
don jorge,133,3,MACHO,Tradicional,12.987012987012989,0,1,1,77.30374874664425
don jorge,133,4,MACHO,Tradicional,12.987012987012989,0,1,1,72.47117451631816
don jorge,133,5,MACHO,Tradicional,12.987012987012989,0,1,1,73.51064526695053
don jorge,133,6,MACHO,Tradicional,12.987012987012989,0,1,1,74.12871223346002
don jorge,133,7,MACHO,Tradicional,12.987012987012989,0,1,1,73.55414611228565
don jorge,133,8,MACHO,Tradicional,12.987012987012989,0,1,1,74.40861946788637
don jorge,133,9,MACHO,Tradicional,12.987012987012989,0,1,1,75.38694547586475
don jorge,134,1,MACHO,Tradicional,12.987012987012989,0,1,1,74.46566589948817
don jorge,134,2,MACHO,Tradicional,12.987012987012989,0,1,1,72.52588694618909
don jorge,134,3,MACHO,Tradicional,12.987012987012989,0,1,1,73.4697775958521
don jorge,134,4,MACHO,Tradicional,12.987012987012989,0,1,1,73.26741005680623
don jorge,134,5,MACHO,Tradicional,12.987012987012989,0,1,1,73.8413180143074
don jorge,134,6,MACHO,Tradicional,12.987012987012989,0,1,1,73.18577648766328
don jorge,134,7,MACHO,Tradicional,12.987012987012989,0,1,1,71.65773071509952
don jorge,134,8,MACHO,Tradicional,12.987012987012989,0,1,1,73.37320159473045
don jorge,134,9,MACHO,Tradicional,12.987012987012989,0,1,1,72.21590332080837
don lalo,105,1,MACHO,Black Out,15.0,0,1,1,70.28954502701805
don lalo,105,2,MACHO,Black Out,15.0,0,1,1,65.847308440656
don lalo,105,3,MACHO,Black Out,15.0,0,1,1,68.52768156578152
don lalo,105,4,MACHO,Black Out,15.0,0,1,1,67.81224009410157
don lalo,105,5,MACHO,Black Out,15.0,0,1,1,72.15286229860746
don lalo,105,6,MACHO,Black Out,15.0,0,1,1,68.68161683277962
don lalo,105,7,MACHO,Black Out,15.0,0,1,1,70.34126984126985
don lalo,105,8,MACHO,Black Out,15.0,0,1,1,69.18128331396743
don lalo,105,9,MACHO,Black Out,15.0,0,1,1,72.42675745307325
don lalo,105,10,MACHO,Black Out,15.0,0,1,1,71.89577280751747
don lalo,105,11,MACHO,Black Out,15.0,0,1,1,70.0399538110836
don lalo,105,12,MACHO,Black Out,15.0,0,1,1,69.87145676189071
don lalo,105,13,MACHO,Black Out,15.0,0,1,1,70.3672363874101
don lalo,105,14,MACHO,Black Out,15.0,0,1,1,71.125058373027
don lalo,105,15,MACHO,Black Out,15.0,0,1,1,70.1914428883464
don lalo,105,16,MACHO,Black Out,15.0,0,1,1,71.49393125173724
don lalo,105,17,MACHO,Black Out,15.0,0,1,1,69.79412632821723
don lalo,105,18,MACHO,Black Out,15.0,0,1,1,73.69482105891349
don lalo,105,19,MACHO,Black Out,15.0,0,1,1,71.12522510311175
don lalo,105,20,MACHO,Black Out,15.0,0,1,1,70.28284801136364
don lalo,106,1,MACHO,Black Out,15.0,0,1,1,74.13105658556758
don lalo,106,2,MACHO,Black Out,15.0,0,1,1,75.3904142650274
don lalo,106,3,MACHO,Black Out,15.0,0,1,1,72.419179493048
don lalo,106,4,MACHO,Black Out,15.0,0,1,1,73.97274815536683
don lalo,106,5,MACHO,Black Out,15.0,0,1,1,75.94819359236537
don lalo,106,6,MACHO,Black Out,15.0,0,1,1,75.35345202135143
don lalo,106,7,MACHO,Black Out,15.0,0,1,1,72.5037037037037
don lalo,106,8,MACHO,Black Out,15.0,0,1,1,71.7948731218633
don lalo,106,9,MACHO,Black Out,15.0,0,1,1,77.42099246906939
don lalo,106,10,MACHO,Black Out,15.0,0,1,1,75.85875802511221
don lalo,106,11,MACHO,Black Out,15.0,0,1,1,73.8410825815406
don lalo,106,12,MACHO,Black Out,15.0,0,1,1,73.05621712386271
don lalo,106,13,MACHO,Black Out,15.0,0,1,1,73.89221454762513
don lalo,106,14,MACHO,Black Out,15.0,0,1,1,74.32620176400033
don lalo,106,15,MACHO,Black Out,15.0,0,1,1,74.37161796536796
don lalo,106,16,MACHO,Black Out,15.0,0,1,1,73.17862990932865
don lalo,106,17,MACHO,Black Out,15.0,0,1,1,73.05048969942588
don lalo,106,18,MACHO,Black Out,15.0,0,1,1,73.25984814953526
don lalo,106,19,MACHO,Black Out,15.0,0,1,1,72.96251552795032
don lalo,106,20,MACHO,Black Out,15.0,0,1,1,73.3705005386752
don lalo,107,1,MACHO,Black Out,15.0,0,1,1,71.75771802532367
don lalo,107,2,MACHO,Black Out,15.0,0,1,1,72.77762129427505
don lalo,107,3,MACHO,Black Out,15.0,0,1,1,69.91095828431817
don lalo,107,4,MACHO,Black Out,15.0,0,1,1,72.43011335469576
don lalo,107,5,MACHO,Black Out,15.0,0,1,1,70.63121448863636
don lalo,107,6,MACHO,Black Out,15.0,0,1,1,70.5315249266862
don lalo,107,7,MACHO,Black Out,15.0,0,1,1,70.42160917746214
don lalo,107,8,MACHO,Black Out,15.0,0,1,1,71.27906976744185
don lalo,107,9,MACHO,Black Out,15.0,0,1,1,71.99420330835572
don lalo,107,10,MACHO,Black Out,15.0,0,1,1,71.95566112430721
don lalo,107,11,MACHO,Black Out,15.0,0,1,1,70.37774534976079
don lalo,107,12,MACHO,Black Out,15.0,0,1,1,72.59753113078528
don lalo,107,13,MACHO,Black Out,15.0,0,1,1,68.99
don lalo,107,14,MACHO,Black Out,15.0,0,1,1,70.89077723243717
don lalo,107,15,MACHO,Black Out,15.0,0,1,1,70.74657597205625
don lalo,107,16,MACHO,Black Out,15.0,0,1,1,71.7047996841571
don lalo,107,17,MACHO,Black Out,15.0,0,1,1,74.53606158833064
