nombre_sector,nombre_sector_code,nro_crianza,Pabellón,Cantidad Total,Fecha Guía Inicio,Fecha Guía Fin,Peso Promedio,Sexo,mes_carga,anio_carga,edad_actual,edad_proyeccion_dias,edad_criterio_proyeccion,Edad,kilos_recibidos_percapita,tipoConstruccion,densidad_pollos_m2,nombre,zonaGeografica
LA SOYA,la soya,233,2,12500,2025-10-14,2025-10-14,41.0,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,3,12500,2025-10-14,2025-10-14,40.0,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,4,12500,2025-10-14,2025-10-14,43.064,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,5,12500,2025-10-14,2025-10-14,46.56,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,6,12500,2025-10-14,2025-10-14,46.688,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,7,12500,2025-10-14,2025-10-14,46.0,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,8,12500,2025-10-14,2025-10-14,47.56,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,9,12500,2025-10-14,2025-10-14,37.0,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,10,12500,2025-10-14,2025-10-14,49.584,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,11,12500,2025-10-14,2025-10-14,39.296,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LA SOYA,la soya,233,12,12500,2025-10-14,2025-10-14,43.472,MACHO,10,2025,37,30,37.0,30,3.1755849994890832,Tradicional,12.5,la soya,RANCAGUA
LOICA,loica,164,1,30000,2025-10-14,2025-10-14,48.75,MACHO,10,2025,37,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,2,30000,2025-10-15,2025-10-15,43.73,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,3,30000,2025-10-15,2025-10-15,44.86666666666667,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,4,30000,2025-10-15,2025-10-15,45.615,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,5,30000,2025-10-15,2025-10-15,48.38333333333333,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,6,30000,2025-10-15,2025-10-15,42.28666666666667,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,7,30000,2025-10-15,2025-10-15,39.153333333333336,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,8,30000,2025-10-14,2025-10-14,48.165,MACHO,10,2025,37,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,9,30000,2025-10-14,2025-10-15,38.1983,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,10,30000,2025-10-14,2025-10-15,50.22,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,11,30000,2025-10-14,2025-10-15,45.952378,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,12,30000,2025-10-15,2025-10-15,38.22943666666667,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,13,30000,2025-10-15,2025-10-15,49.65,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,14,30000,2025-10-15,2025-10-15,48.48333333333333,MACHO,10,2025,36,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOICA,loica,164,15,30000,2025-10-14,2025-10-14,49.91666666666666,MACHO,10,2025,37,30,36.2,30,3.2903878785643146,Tradicional,12.5,loica,COSTA
LOLENCO,lolenco,136,1,19200,2025-10-17,2025-10-17,38.073046875,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,2,19200,2025-10-17,2025-10-17,37.07291666666666,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,3,19200,2025-10-17,2025-10-17,39.208333333333336,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,4,19200,2025-10-17,2025-10-17,43.911458333333336,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,5,19200,2025-10-17,2025-10-17,45.59375,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,6,19200,2025-10-17,2025-10-17,46.0,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,7,19200,2025-10-17,2025-10-17,46.578125,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,8,19200,2025-10-17,2025-10-17,44.4375,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOLENCO,lolenco,136,9,19200,2025-10-16,2025-10-17,51.78385416666666,MACHO,10,2025,34,30,34.0,30,3.071895424836601,Tradicional,12.467532467532468,lolenco,COSTA
LOS CULENES,los culenes,176,1,34800,2025-10-11,2025-10-11,37.34942528735632,MACHO,10,2025,40,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,2,34800,2025-10-11,2025-10-11,42.55459770114943,MACHO,10,2025,40,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,3,34800,2025-10-11,2025-10-11,49.0,MACHO,10,2025,40,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,4,34800,2025-10-11,2025-10-11,48.70114942528736,MACHO,10,2025,40,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,5,34800,2025-10-11,2025-10-13,49.90229885057471,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,6,34800,2025-10-13,2025-10-13,43.08908045977012,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,7,34800,2025-10-11,2025-10-13,45.20977011494253,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,8,34800,2025-10-11,2025-10-13,48.81752873563219,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,9,34800,2025-10-11,2025-10-11,49.12068965517241,MACHO,10,2025,40,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,10,34800,2025-10-13,2025-10-13,47.293103448275865,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,11,34800,2025-10-11,2025-10-13,42.45280977011495,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,12,34800,2025-10-13,2025-10-13,49.4051724137931,MACHO,10,2025,38,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,13,34800,2025-10-13,2025-10-14,48.43218390804598,MACHO,10,2025,37,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,14,34800,2025-10-14,2025-10-14,45.083333333333336,MACHO,10,2025,37,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS CULENES,los culenes,176,15,34800,2025-10-14,2025-10-14,43.14367816091954,MACHO,10,2025,37,30,38.46666666666667,30,3.417131873906121,Black Out,14.5,los culenes,COSTA
LOS PERALES,los perales,5,10,26100,2025-10-10,2025-10-11,37.92417624521073,HEMBRA,10,2025,40,30,42.5,30,3.0686461722777345,Sin Información,-26100.0,los perales,Sur
LOS PERALES,los perales,5,11,26100,2025-10-11,2025-10-11,37.78352490421456,HEMBRA,10,2025,40,30,42.5,30,3.0686461722777345,Sin Información,-26100.0,los perales,Sur
LOS PERALES,los perales,5,12,26100,2025-10-11,2025-10-11,42.97701149425287,HEMBRA,10,2025,40,30,42.5,30,3.0686461722777345,Sin Información,-26100.0,los perales,Sur
LOS PERALES,los perales,5,13,26100,2025-10-11,2025-10-11,45.206896551724135,HEMBRA,10,2025,40,30,42.5,30,3.0686461722777345,Sin Información,-26100.0,los perales,Sur
LOS PERALES,los perales,5,14,26100,2025-10-11,2025-10-11,48.83141762452107,HEMBRA,10,2025,40,30,42.5,30,3.0686461722777345,Sin Información,-26100.0,los perales,Sur
MELÓN,melon,4,1,40500,2025-10-14,2025-10-15,38.05368,HEMBRA,10,2025,36,30,32.25,30,1.331803439330141,Sin Información,18.0,melon,Centro
MELÓN,melon,4,2,40500,2025-10-15,2025-10-15,39.3679012345679,HEMBRA,10,2025,36,30,32.25,30,1.331803439330141,Sin Información,18.0,melon,Centro
MELÓN,melon,4,3,40500,2025-10-15,2025-10-15,42.98765432098765,HEMBRA,10,2025,36,30,32.25,30,1.331803439330141,Sin Información,18.0,melon,Centro
MELÓN,melon,4,4,40500,2025-10-17,2025-10-18,37.84327901234568,HEMBRA,10,2025,33,30,32.25,30,1.331803439330141,Sin Información,18.0,melon,Centro
MELÓN,melon,4,5,40500,2025-10-18,2025-10-18,41.27654320987654,HEMBRA,10,2025,33,30,32.25,30,1.331803439330141,Sin Información,18.0,melon,Centro
MELÓN,melon,4,6,40500,2025-10-18,2025-10-18,46.41975308641975,HEMBRA,10,2025,33,30,32.25,30,1.331803439330141,Sin Información,18.0,melon,Centro
PUANGUE,puangue,135,1,19200,2025-10-17,2025-10-17,44.3125,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,2,19200,2025-10-17,2025-10-17,48.30729166666666,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,3,19200,2025-10-17,2025-10-17,49.0,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,4,19200,2025-10-17,2025-10-17,49.58854166666666,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,5,19200,2025-10-17,2025-10-17,51.645833333333336,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,6,19200,2025-10-17,2025-10-18,50.20572916666666,MACHO,10,2025,33,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,7,19200,2025-10-17,2025-10-18,49.09767447916666,MACHO,10,2025,33,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,8,19200,2025-10-17,2025-10-17,47.1875,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
PUANGUE,puangue,135,9,19200,2025-10-17,2025-10-17,50.0859375,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA
SAN PEDRO,san pedro,120,1,43200,2025-10-10,2025-10-10,45.42361111111112,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,2,43200,2025-10-10,2025-10-10,49.02314814814815,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,3,43200,2025-10-10,2025-10-10,37.10648148148148,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,4,43200,2025-10-10,2025-10-10,43.0162037037037,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,5,43200,2025-10-10,2025-10-11,42.19381944444444,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,6,43200,2025-10-10,2025-10-10,48.254629629629626,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,7,43200,2025-10-10,2025-10-11,46.97294050925926,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,8,43200,2025-10-11,2025-10-11,44.10648148148148,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,9,43200,2025-10-11,2025-10-11,48.44444444444444,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,10,43200,2025-10-11,2025-10-11,37.56018518518518,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,11,43200,2025-10-11,2025-10-11,49.513888888888886,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,12,43200,2025-10-10,2025-10-11,51.36805555555556,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SAN PEDRO,san pedro,120,13,43200,2025-10-10,2025-10-11,48.6412037037037,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA
SANTA ANA,santa ana,4,1,13230,2025-10-13,2025-10-13,48.18480725623583,HEMBRA,10,2025,38,30,37.833333333333336,30,0.0,Sin Información,-13230.0,santa ana,Centro
SANTA ANA,santa ana,4,2,13230,2025-10-13,2025-10-13,48.24527588813303,HEMBRA,10,2025,38,30,37.833333333333336,30,0.0,Sin Información,-13230.0,santa ana,Centro
SANTA ANA,santa ana,4,3,13230,2025-10-13,2025-10-13,49.87037037037037,HEMBRA,10,2025,38,30,37.833333333333336,30,0.0,Sin Información,-13230.0,santa ana,Centro
SANTA ANA,santa ana,4,4,13230,2025-10-13,2025-10-13,47.88246409674981,HEMBRA,10,2025,38,30,37.833333333333336,30,0.0,Sin Información,-13230.0,santa ana,Centro
SANTA ANA,santa ana,4,5,13230,2025-10-13,2025-10-13,48.00037792894936,HEMBRA,10,2025,38,30,37.833333333333336,30,0.0,Sin Información,-13230.0,santa ana,Centro
SANTA ANA,santa ana,4,6,13230,2025-10-14,2025-10-14,38.97173091458806,HEMBRA,10,2025,37,30,37.833333333333336,30,0.0,Sin Información,-13230.0,santa ana,Centro
TRIGO,trigo,230,1,14500,2025-10-16,2025-10-16,37.02758620689655,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,2,14500,2025-10-16,2025-10-16,50.51724137931034,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,3,14500,2025-10-17,2025-10-17,41.91724137931035,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,4,14500,2025-10-17,2025-10-17,36.70344827586207,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,5,14500,2025-10-17,2025-10-17,39.144827586206894,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,6,14500,2025-10-17,2025-10-17,44.09655172413793,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,7,14500,2025-10-16,2025-10-17,47.23240965517241,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,8,12500,2025-10-16,2025-10-16,46.633152,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,12.5,trigo,RANCAGUA
TRIGO,trigo,230,9,12500,2025-10-16,2025-10-16,47.4454496,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,12.5,trigo,RANCAGUA
TRIGO,trigo,230,10,14500,2025-10-17,2025-10-17,45.82758620689656,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,12,14500,2025-10-16,2025-10-17,45.49655172413793,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,13,14500,2025-10-16,2025-10-16,51.96551724137931,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,14,14500,2025-10-16,2025-10-17,48.7,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,15,14500,2025-10-16,2025-10-16,48.320689655172416,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,16,14500,2025-10-16,2025-10-16,45.710344827586205,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,17,14500,2025-10-16,2025-10-16,48.734482758620686,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,18,14500,2025-10-17,2025-10-17,46.0,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,19,14500,2025-10-17,2025-10-17,46.33103448275862,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,20,14500,2025-10-17,2025-10-17,48.37931034482759,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,21,14500,2025-10-17,2025-10-17,42.75517241379311,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,22,14500,2025-10-17,2025-10-17,43.644827586206894,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,23,14500,2025-10-17,2025-10-17,44.77586206896552,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,24,14500,2025-10-17,2025-10-17,47.01724137931034,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,25,14500,2025-10-17,2025-10-17,48.76206896551725,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,26,14500,2025-10-17,2025-10-17,49.20344827586207,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
TRIGO,trigo,230,27,14500,2025-10-17,2025-10-17,49.66551724137931,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA
ZVC,zvc,107,1,43200,2025-10-14,2025-10-14,42.36111111111112,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
ZVC,zvc,107,2,43200,2025-10-14,2025-10-14,46.64814814814815,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
ZVC,zvc,107,3,38400,2025-10-11,2025-10-11,47.32366744791667,HEMBRA,10,2025,40,30,37.5,30,3.085241921428872,Tradicional,31.067961165048544,zvc,RANCAGUA
ZVC,zvc,107,4,43200,2025-10-14,2025-10-14,40.78472222222222,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
ZVC,zvc,107,5,43200,2025-10-14,2025-10-14,46.07407407407408,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
ZVC,zvc,107,6,43200,2025-10-14,2025-10-14,42.8125,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
ZVC,zvc,107,7,43200,2025-10-11,2025-10-14,44.966039120370375,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
ZVC,zvc,107,8,43200,2025-10-11,2025-10-13,49.08101851851852,HEMBRA,10,2025,38,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA
