nombre_sector,nombre_sector_code,nro_crianza,Pabellón,Cantidad Total,Fecha Guía Inicio,Fecha Guía Fin,Peso Promedio,sexo,mes_carga,anio_carga,edad_actual,edad_proyeccion_dias,edad_criterio_proyeccion,Edad,kilos_recibidos_percapita,tipoConstruccion,densidad_pollos_m2,nombre,zonaGeografica,ganancia_proyectada
PUANGUE,puangue,135,7,19200,2025-10-17,2025-10-18,49.09767447916666,MACHO,10,2025,33,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA,75.0293621533327
PUANGUE,puangue,135,8,19200,2025-10-17,2025-10-17,47.1875,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA,75.0293621533327
PUANGUE,puangue,135,9,19200,2025-10-17,2025-10-17,50.0859375,MACHO,10,2025,34,30,33.77777777777778,30,3.695695203363704,Tradicional,12.467532467532468,puangue,COSTA,75.0293621533327
SAN PEDRO,san pedro,120,1,43200,2025-10-10,2025-10-10,45.42361111111112,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,2,43200,2025-10-10,2025-10-10,49.02314814814815,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,3,43200,2025-10-10,2025-10-10,37.10648148148148,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,4,43200,2025-10-10,2025-10-10,43.0162037037037,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,5,43200,2025-10-10,2025-10-11,42.19381944444444,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,6,43200,2025-10-10,2025-10-10,48.254629629629626,HEMBRA,10,2025,41,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,7,43200,2025-10-10,2025-10-11,46.97294050925926,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,8,43200,2025-10-11,2025-10-11,44.10648148148148,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,9,43200,2025-10-11,2025-10-11,48.44444444444444,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,10,43200,2025-10-11,2025-10-11,37.56018518518518,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,11,43200,2025-10-11,2025-10-11,49.513888888888886,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,12,43200,2025-10-10,2025-10-11,51.36805555555556,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
SAN PEDRO,san pedro,120,13,43200,2025-10-10,2025-10-11,48.6412037037037,HEMBRA,10,2025,40,30,40.38461538461539,30,2.769544888120297,Black Out,18.0,san pedro,RANCAGUA,62.946387413534076
TRIGO,trigo,230,1,14500,2025-10-16,2025-10-16,37.02758620689655,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,2,14500,2025-10-16,2025-10-16,50.51724137931034,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,3,14500,2025-10-17,2025-10-17,41.91724137931035,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,4,14500,2025-10-17,2025-10-17,36.70344827586207,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,5,14500,2025-10-17,2025-10-17,39.144827586206894,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,6,14500,2025-10-17,2025-10-17,44.09655172413793,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,7,14500,2025-10-16,2025-10-17,47.23240965517241,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,8,12500,2025-10-16,2025-10-16,46.633152,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,12.5,trigo,RANCAGUA,62.97394057718913
TRIGO,trigo,230,9,12500,2025-10-16,2025-10-16,47.4454496,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,12.5,trigo,RANCAGUA,62.97394057718913
TRIGO,trigo,230,10,14500,2025-10-17,2025-10-17,45.82758620689656,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,12,14500,2025-10-16,2025-10-17,45.49655172413793,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,13,14500,2025-10-16,2025-10-16,51.96551724137931,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,14,14500,2025-10-16,2025-10-17,48.7,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,15,14500,2025-10-16,2025-10-16,48.320689655172416,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,16,14500,2025-10-16,2025-10-16,45.710344827586205,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,17,14500,2025-10-16,2025-10-16,48.734482758620686,HEMBRA,10,2025,35,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,18,14500,2025-10-17,2025-10-17,46.0,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,19,14500,2025-10-17,2025-10-17,46.33103448275862,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,20,14500,2025-10-17,2025-10-17,48.37931034482759,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,21,14500,2025-10-17,2025-10-17,42.75517241379311,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,22,14500,2025-10-17,2025-10-17,43.644827586206894,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,23,14500,2025-10-17,2025-10-17,44.77586206896552,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,24,14500,2025-10-17,2025-10-17,47.01724137931034,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,25,14500,2025-10-17,2025-10-17,48.76206896551725,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,26,14500,2025-10-17,2025-10-17,49.20344827586207,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
TRIGO,trigo,230,27,14500,2025-10-17,2025-10-17,49.66551724137931,HEMBRA,10,2025,34,30,34.30769230769231,30,2.5994170053783305,Tradicional,14.5,trigo,RANCAGUA,61.04062709843747
ZVC,zvc,107,1,43200,2025-10-14,2025-10-14,42.36111111111112,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,2,43200,2025-10-14,2025-10-14,46.64814814814815,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,3,38400,2025-10-11,2025-10-11,47.32366744791667,HEMBRA,10,2025,40,30,37.5,30,3.085241921428872,Tradicional,31.067961165048544,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,4,43200,2025-10-14,2025-10-14,40.78472222222222,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,5,43200,2025-10-14,2025-10-14,46.07407407407408,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,6,43200,2025-10-14,2025-10-14,42.8125,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,7,43200,2025-10-11,2025-10-14,44.966039120370375,HEMBRA,10,2025,37,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
ZVC,zvc,107,8,43200,2025-10-11,2025-10-13,49.08101851851852,HEMBRA,10,2025,38,30,37.5,30,3.085241921428872,Tradicional,34.95145631067961,zvc,RANCAGUA,62.869741623424694
